_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,type_of_message,type_of_message:confidence,url_or_name_of_the_stationchannel,what,category,text_no_rt,tweet,type,type_of_message_gold,url_or_name_of_the_stationchannel_gold,user,what_gold
227174059,true,golden,10,11/25/2012 07:09:18,Look at this photo or these photos,0.7831,"http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x
http://t.co/aCsL511x","New York flooded by Tropical Storm
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm Sandy
New York flooded
New York flooded by Tropical Storm",Informative (Indirect),BBC News - In pictures: New York flooded by Tropical Storm Sandy http://t.co/aCsL511x,BBC News - In pictures: New York flooded by Tropical Storm Sandy http://t.co/aCsL511x,Information Source,Look at this photo or these photos,"http://t.co/aCsL511x
http://www.bbc.co.uk/news/world-us-canada-20119631",Elysium_UK,"New York flooded
New York flooded by Tropical Storm Sandy
New York flooded by Tropical Storm"
227174060,false,finalized,3,11/24/2012 05:48:52,Look at this video or these videos,1.0,"http://t.co/k4hRRVrC
http://t.co/k4hRRVrC
http://t.co/k4hRRVrC","Sandy's assault on NYC
Timelapse video shows Sandy's assault on NYC and the moment the lights went out
Sandy's assault on NYC and the moment the lights went out",Informative (Indirect),VIDEO: Timelapse video shows Sandy's assault on NYC and the moment the lights went out. http://t.co/k4hRRVrC,RT @Jalopnik: VIDEO: Timelapse video shows Sandy's assault on NYC and the moment the lights went out. http://t.co/k4hRRVrC,Information Source,,,Eric_Kanavathi,
227174061,false,finalized,3,11/24/2012 22:35:28,Look at this photo or these photos,1.0,"http://t.co/9rznNcKy
http://t.co/9rznNcKy
http://t.co/9rznNcKy","storm damage
dramatic photos of storm damage
storm damage:",Informative (Indirect),Some dramatic photos of storm damage: http://t.co/9rznNcKy,Some dramatic photos of storm damage: http://t.co/9rznNcKy,Information Source,,,foulknews,
227174062,false,finalized,3,11/24/2012 05:56:17,Look at this photo or these photos,0.6553,"N/A
N/A
http://t.co/RpZrXIUT","Atlantic City in a flood zone -&gt; 1 to 5 ft water depths reported!
Breathtaking view of #Sandy from space
Show Hurricane Sandy's Effects So Far",Informative (Indirect),Breathtaking view of #Sandy from space.. On the ground places like Atlantic City in a flood zone -&gt; 1 to 5 ft water depths reported!,Breathtaking view of #Sandy from space.. On the ground places like Atlantic City in a flood zone -&gt; 1 to 5 ft water depths reported!,Information Source,,,Gary_Archibald,
227174063,false,finalized,3,11/24/2012 22:30:05,Look at this photo or these photos,0.7237,"http://t.co/wRmvMA5m
http://t.co/wRmvMA5m
http://t.co/wRmvMA5m","#Sandy - jetskier down Battery Park #NYC #newyorkcity
jetskier down Battery Park
Battery Park",Informative (Indirect),#Sandy - jetskier down Battery Park #NYC #newyorkcity vid soon youtube - OpieRadio http://t.co/wRmvMA5m,RT @OpieRadio: #Sandy - jetskier down Battery Park #NYC #newyorkcity vid soon youtube - OpieRadio http://t.co/wRmvMA5m,Information Source,,,GaryJ06,
227174064,false,finalized,3,11/25/2012 07:13:17,Look at this video or these videos,1.0,"http://t.co/QDfCfmgD
http://t.co/QDfCfmgD
http://t.co/QDfCfmgD","amazing Hurricane Sandy time-lapse video
http://t.co/QDfCfmgD
Watch this amazing Hurricane Sandy time-lapse video that shows the moment the lights went out",Informative (Indirect),Watch this amazing Hurricane Sandy time-lapse video that shows the moment the lights went out in NYC: http://t.co/QDfCfmgD,RT @raywert: Watch this amazing Hurricane Sandy time-lapse video that shows the moment the lights went out in NYC: http://t.co/QDfCfmgD,Information Source,,,GidgetWA,
227174065,false,finalized,3,11/25/2012 07:13:17,Look at this photo or these photos,1.0,"http://t.co/fPNelP3M
http://t.co/fPNelP3M
http://t.co/fPNelP3M","Eery images from the empty #NYC subways
empty #NYC subways
Eery images from the empty subways",Informative (Indirect),Eery images from the empty #NYC subways - http://t.co/fPNelP3M #sandy,RT @mashable: Eery images from the empty #NYC subways - http://t.co/fPNelP3M #sandy,Information Source,,,iamonlynadine,
227174066,false,finalized,3,11/24/2012 22:32:41,Look at this photo or these photos,0.6408,"http://t.co/Xw5m59H8
http://t.co/Xw5m59H8
http://t.co/Xw5m59H8","rischkopp: Wahnsinn
Shocking Photos After the Devastation of Hurricane Sandy
Hurricane Sandy",Informative (Indirect),Heftig.... #sandy RT @frischkopp: Wahnsinn! The Most Shocking Photos After the Devastation of Hurricane Sandy http://t.co/Xw5m59H8,Heftig.... #sandy RT @frischkopp: Wahnsinn! The Most Shocking Photos After the Devastation of Hurricane Sandy http://t.co/Xw5m59H8,Information Source,,,ihbrune,
227174067,false,finalized,3,11/24/2012 22:38:25,Look at this web site/page,0.6709,"http://t.co/DfDc4rkI
http://t.co/DfDc4rkI
http://t.co/DfDc4rkI","Hurricane Sandy Shows We Need To Prepare For Climate Change
Hurricane Sandy Shows We Need To Prepare For Climate Change Cuomo And Bloomberg Say
We Need To Prepare For Climate Change Cuomo",Informative (Indirect),Hurricane Sandy Shows We Need To Prepare For Climate Change Cuomo And Bloomberg Say http://t.co/DfDc4rkI via @HuffingtonPost,Hurricane Sandy Shows We Need To Prepare For Climate Change Cuomo And Bloomberg Say http://t.co/DfDc4rkI via @HuffingtonPost,Information Source,,,Jelani_Jones,
227174068,false,finalized,3,11/25/2012 07:13:17,Look at this web site/page,0.647,"http://t.co/H9FXzHLQ
http://t.co/H9FXzHLQ
http://t.co/H9FXzHLQ","barackobama arrives in Atlantic City
US President @barackobama arrives in Atlantic City New Jersey to inspect damage caused by#Sandy
US President barackobama arrives in Atlantic City New Jersey",Informative (Indirect),LIVE: US President @barackobama arrives in Atlantic City New Jersey to inspect damage caused by#Sandy http://t.co/H9FXzHLQ,RT @BBCBreaking: LIVE: US President @barackobama arrives in Atlantic City New Jersey to inspect damage caused by#Sandy http://t.co/H9FXzHLQ,Information Source,,,julieragolia,
227174069,false,finalized,3,11/24/2012 22:35:28,Look at this photo or these photos,1.0,"http://t.co/E46e2sSi
http://t.co/E46e2sSi
http://t.co/E46e2sSi","View of crane on W 57th street through a telescope
View of crane on W 57th street through a telescope
View of crane on W 57th street",Informative (Indirect),Wow! RT @AlexJamesFitz: RT @weeddude: Photo: View of crane on W 57th street through a telescope http://t.co/E46e2sSi (@cmwdotme) #NYC #Sandy,RT @agreatbigcity: Wow! RT @AlexJamesFitz: RT @weeddude: Photo: View of crane on W 57th street through a telescope http://t.co/E46e2sSi (@cmwdotme) #NYC #Sandy,Information Source,,,JustJay74,
227174070,false,finalized,3,11/25/2012 07:17:24,None of the above,0.6053,"http://t.co/LeyrkpRO
http://t.co/LeyrkpRO
http://t.co/LeyrkpRO","Mortgage servicers don't need approval from @fanniemae to grant disaster relief forbearance
Mortgage servicers don't need approval from @fanniemae to grant disaster relief forbearance
Mortgage servicers don't need approval from fanniemae to grant disaster relief forbearance",Informative (Indirect),Mortgage servicers don't need approval from @fanniemae to grant disaster relief forbearance http://t.co/LeyrkpRO #Sandy,Mortgage servicers don't need approval from @fanniemae to grant disaster relief forbearance http://t.co/LeyrkpRO #Sandy,Information Source,,,KYWeise,
227174071,false,finalized,4,11/25/2012 07:17:24,Look at this photo or these photos,0.7313,"http://t.co/RpZrXIUT
http://t.co/t88apVoO
http://t.co/RpZrXIUT
http://t.co/RpZrXIUT","Reader Photos Show Hurricane
NYC has been abandoned because of hurricane #Sandy
Hurricane Sandy's Effects
Reader Photos Show Hurricane Sandy's Effects So Far",Informative (Indirect),Reader Photos Show Hurricane Sandy's Effects So Far http://t.co/RpZrXIUT,Reader Photos Show Hurricane Sandy's Effects So Far http://t.co/RpZrXIUT,Information Source,,,LarchmontDV,
227174072,false,finalized,4,11/25/2012 07:17:24,Look at this video or these videos,0.5455,"http://t.co/wRmvMA5m
OpieRadio
http://t.co/wRmvMA5m
http://t.co/wRmvMA5m","jetskier down Battery Park
jetskier down Battery Park
jetskier down Battery Park #NYC
jetskier down Battery Park",Informative (Indirect),#Sandy - jetskier down Battery Park #NYC #newyorkcity vid soon youtube - OpieRadio http://t.co/wRmvMA5m,RT @OpieRadio: #Sandy - jetskier down Battery Park #NYC #newyorkcity vid soon youtube - OpieRadio http://t.co/wRmvMA5m,Information Source,,,memeseeker,
227174073,false,finalized,3,11/24/2012 22:43:46,Look at this video or these videos,1.0,"http://t.co/N188sBX0
http://t.co/N188sBX0
http://t.co/N188sBX0","Created a timelapse of hurricane
timelapse of hurricane #Sandy passing through 42nd & 10th New York
hurricane #Sandy",Informative (Indirect),Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,RT @glunardi: Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,Information Source,,,migueldeicaza,
227174074,false,finalized,3,11/24/2012 22:35:28,Look at this web site/page,0.6709,"http://t.co/8QvR3C6u
http://t.co/8QvR3C6u
http://t.co/8QvR3C6u","Awesome interactive #Sandy map from Google
interactive #Sandy map
Sandy map",Informative (Indirect),Nice RT @Slate Awesome interactive #Sandy map from Google pinpointing emergency shelter traffic conditions and more: http://t.co/8QvR3C6u,Nice RT @Slate Awesome interactive #Sandy map from Google pinpointing emergency shelter traffic conditions and more: http://t.co/8QvR3C6u,Information Source,,,MJ_Tom_Skoch,
227174075,false,finalized,4,11/25/2012 07:17:24,None of the above,0.5407,"ABC
http://t.co/E0SHEF6n

N/A","Obama lands in Atlantic City
Is a 'Hypercane' Possible

Obama lands in Atlantic City New Jersey to observe damage -ABC",Informative (Indirect),Obama lands in Atlantic City New Jersey to observe #Sandy damage -ABC,RT @Reuters: Obama lands in Atlantic City New Jersey to observe #Sandy damage -ABC,Information Source,,,muntakadabo,
227174076,false,finalized,3,11/24/2012 22:32:41,Look at this photo or these photos,1.0,"http://t.co/El0JSpLI
http://t.co/El0JSpLI
http://t.co/El0JSpLI","This photo of #Sandy
photo of #Sandy
Sandy",Informative (Indirect),"Damn!RT @fcfortune: RT @iamsiree: RT @damnitstrue: This photo of #Sandy looks straight from ""The ... http://t.co/El0JSpLI","RT @vee_nana: Damn!RT @fcfortune: RT @iamsiree: RT @damnitstrue: This photo of #Sandy looks straight from ""The ... http://t.co/El0JSpLI",Information Source,,,Noks009,
227174077,false,finalized,3,11/24/2012 22:43:46,Look at this photo or these photos,0.6903,"http://t.co/LQflUgKr
http://t.co/LQflUgKr
http://t.co/LQflUgKr","Hurricane Sandy from Space
Hurricane Sandy from Space
Hurricane Sandy",Informative (Indirect),Hurricane Sandy from Space http://t.co/LQflUgKr,RT @NewYorkPost: Hurricane Sandy from Space http://t.co/LQflUgKr,Information Source,,,olwynf,
227174078,false,finalized,3,11/24/2012 22:38:25,Look at this photo or these photos,1.0,"http://t.co/jEaP5n9e
http://t.co/jEaP5n9e
http://t.co/jEaP5n9e","amazing pic of #NYC with #Sandy coming
that amazing pic of #NYC with #Sandy coming
NYC with #Sandy",Informative (Indirect),If you haven't already seen that amazing pic of #NYC with #Sandy coming look now http://t.co/jEaP5n9e,RT @rebeccarumble: If you haven't already seen that amazing pic of #NYC with #Sandy coming look now http://t.co/jEaP5n9e,Information Source,,,ooleilaa,
227174079,false,finalized,3,11/24/2012 14:34:37,Look at this video or these videos,1.0,"http://t.co/L6l3QiRv
http://t.co/L6l3QiRv
http://t.co/L6l3QiRv","disastrous effects of Sandy on city's transportation system
disastrous effects of Sandy on city's transportation system
disastrous effects of Sandy on city's transportation system",Informative (Indirect),In stunning footage filmmaker for NYC's @MTAInsider shows disastrous effects of Sandy on city's transportation system http://t.co/L6l3QiRv,RT @indiewire: In stunning footage filmmaker for NYC's @MTAInsider shows disastrous effects of Sandy on city's transportation system http://t.co/L6l3QiRv,Information Source,,,peterknegt,
227174080,false,finalized,4,11/25/2012 07:17:24,Look at this photo or these photos,0.7636,"Memorable Sandy photos
http://t.co/NAxcI7Z
http://t.co/NAxcI7Zl
http://t.co/NAxcI7Zl","http://t.co/NAxcI7Zl
Sandy photos shared by NYC bystanders
Sandy
Memorable Sandy photos shared by NYC bystanders from last night",Informative (Indirect),Memorable Sandy photos shared by NYC bystanders from last night http://t.co/NAxcI7Zl h/t @lheron #Sandy,Memorable Sandy photos shared by NYC bystanders from last night http://t.co/NAxcI7Zl h/t @lheron #Sandy,Information Source,,,pgMila,
227174081,false,finalized,3,11/24/2012 05:37:19,Look at this web site/page,0.3911,"http://t.co/E0SHEF6n
http://t.co/E0SHEF6n
http://t.co/fPNelP3M","NASA Image of Sandy
Experts Ask: """"Is a 'Hypercane' Possible
Hurricane Sandy Turns NY Subways Into Ghost Town [PICS]",Informative (Indirect),"NASA Image of Sandy --Experts Ask: """"Is a 'Hypercane' Possible"""" http://t.co/E0SHEF6n","NASA Image of Sandy --Experts Ask: ""Is a 'Hypercane' Possible"" http://t.co/E0SHEF6n",Information Source,,,PTTU,
227174082,false,finalized,3,11/25/2012 07:17:24,Look at this photo or these photos,0.6519,"http://t.co/byIERmSV
http://t.co/byIERmSV
http://t.co/byIERmSV","graphic of Sandy damage
graphic of Sandy damage
This NYTimes graphic of Sandy damage is outstanding.",Informative (Indirect),This @NYTimes graphic of Sandy damage is outstanding. This is what the future of news looks like: http://t.co/byIERmSV,RT @sternbergh: This @NYTimes graphic of Sandy damage is outstanding. This is what the future of news looks like: http://t.co/byIERmSV,Information Source,,,pvt_idaho,
227174083,false,finalized,3,11/24/2012 22:32:41,Look at this video or these videos,0.4167,"http://t.co/RqidCs7W
http://t.co/RqidCs7W
http://t.co/RqidCs7W","Full uninterrupted coverage
Full uninterrupted coverage
sandy",Informative (Indirect),Full uninterrupted coverage at http://t.co/RqidCs7W #sandy #sandy nyc,Full uninterrupted coverage at http://t.co/RqidCs7W #sandy #sandy nyc,Information Source,,,QFinnerty,
227174084,false,finalized,3,11/24/2012 14:34:37,Look at this video or these videos,1.0,"http://t.co/5vldTf3m
http://t.co/5vldTf3m
http://t.co/5vldTf3m","damaged NYC subways
damaged NYC subways
What do damaged NYC subways look like inside?",Informative (Indirect),Absurd. Looks like Titanic MT @BloombergTV: What do damaged NYC subways look like inside? WATCH this dramatic footage: http://t.co/5vldTf3m,Absurd. Looks like Titanic MT @BloombergTV: What do damaged NYC subways look like inside? WATCH this dramatic footage: http://t.co/5vldTf3m,Information Source,,,RebeccaShabad,
227174085,false,finalized,3,11/24/2012 22:30:05,Look at this video or these videos,1.0,"http://t.co/7BX9dVx1
http://t.co/7BX9dVx1
http://t.co/7BX9dVx1","damaged NYC subways
dramatic MTA footage
NYC subways",Informative (Indirect),What do damaged NYC subways look like inside? WATCH this dramatic MTA footage: http://t.co/7BX9dVx1,RT @BloombergTV: What do damaged NYC subways look like inside? WATCH this dramatic MTA footage: http://t.co/7BX9dVx1,Information Source,,,Rezar14,
227174086,false,finalized,3,11/24/2012 05:48:52,Look at this video or these videos,0.3752,"http://t.co/TWKK0DtX
http://t.co/TWKK0DtX
http://t.co/TWKK0DtX","The most impressive pics and videos of Hurricane Sandy from space
pics and videos of Hurricane Sandy from space
impressive pics and videos of Hurricane Sandy from space",Informative (Indirect),The most impressive pics and videos of Hurricane Sandy from space http://t.co/TWKK0DtX,RT @wiredscience: The most impressive pics and videos of Hurricane Sandy from space http://t.co/TWKK0DtX,Information Source,,,safetylanguage,
227174087,false,finalized,3,11/24/2012 05:48:52,Look at this photo or these photos,0.3545,"http://t.co/W4D85xzz
http://t.co/W4D85xzz
http://t.co/W4D85xzz","President Obama visits New Jersey
President Obama visits New Jersey
Sandy: President Obama visits New Jersey",Informative (Indirect),BBC News - Sandy: President Obama visits New Jersey http://t.co/W4D85xzz,BBC News - Sandy: President Obama visits New Jersey http://t.co/W4D85xzz,Information Source,,,sammy29c,
227174088,false,finalized,3,11/24/2012 05:37:19,Look at this photo or these photos,0.6248,"http://t.co/fPNelP3M
http://t.co/fPNelP3M
http://t.co/eg7kzUQX","Eery images from the empty #NYC subways
Eery images from the empty #NYC subways
Here's the latest amazing and totally not-faked photo",Informative (Indirect),Eery images from the empty #NYC subways - http://t.co/fPNelP3M #sandy,RT @mashable: Eery images from the empty #NYC subways - http://t.co/fPNelP3M #sandy,Information Source,,,sempa14,
227174089,false,finalized,3,11/24/2012 05:37:19,Look at this photo or these photos,0.6648,"http://t.co/eg7kzUQX
http://t.co/eg7kzUQX
N/A","photo
latest amazing and totally not-faked photo of #Sandy approaching NYC
",Informative (Indirect),Here's the latest amazing and totally not-faked photo of #Sandy approaching NYC: http://t.co/eg7kzUQX,RT @garywhitta: Here's the latest amazing and totally not-faked photo of #Sandy approaching NYC: http://t.co/eg7kzUQX,Information Source,,,Sjosz,
227174090,false,finalized,3,11/25/2012 07:17:24,Look at this video or these videos,0.6314,"http://t.co/DDNXiGKP
http://t.co/DDNXiGKP
http://t.co/DDNXiGKP","webcam on top of the Statue of Liberty
webcam on top of the Statue of Liberty
Check out this webcam on top of the Statue of Liberty",Informative (Indirect),@theribman You should check out this webcam on top of the Statue of Liberty http://t.co/DDNXiGKP - See n hear #Sandy,@theribman You should check out this webcam on top of the Statue of Liberty http://t.co/DDNXiGKP - See n hear #Sandy,Information Source,,,SlowFoodKitchen,
227174091,false,finalized,3,11/24/2012 22:32:41,Look at this video or these videos,1.0,"http://t.co/0OX5cPzU
http://t.co/0OX5cPzU
http://t.co/0OX5cPzU","A time-lapse of the New York City sky
A time-lapse of the New York City sky during #Sandy
Sandy",Informative (Indirect),A time-lapse of the New York City sky during #Sandy. WATCH: http://t.co/0OX5cPzU /via @TheAtlantic @cubfancurt,RT @Alyssa_Milano: A time-lapse of the New York City sky during #Sandy. WATCH: http://t.co/0OX5cPzU /via @TheAtlantic @cubfancurt,Information Source,,,st3v3_h,
227174092,false,finalized,3,11/25/2012 00:36:26,Look at this web site/page,0.6648,"http://t.co/pzWEzMcp
http://t.co/pzWEzMcp
http://t.co/pzWEzMcp","My next update on NYC's response to #Sandy
update on NYC's response
update on NYC's response to #Sandy",Informative (Indirect),CORRECTION: My next update on NYC's response to #Sandy is at 10 am (10/30). Watch live at http://t.co/pzWEzMcp,RT @MikeBloomberg: CORRECTION: My next update on NYC's response to #Sandy is at 10 am (10/30). Watch live at http://t.co/pzWEzMcp,Information Source,,,StevieKnicks21,
227174093,false,finalized,3,11/24/2012 05:56:17,Look at this photo or these photos,1.0,"http://t.co/t88apVoO
http://t.co/t88apVoO
http://t.co/puT2dsID","Times Square
Times Square in #NYC has been abandoned
Hurricane Sandy's Destruction In New Jersey",Informative (Indirect),Times Square in #NYC has been abandoned because of hurricane #Sandy. The lights are still shining though. http://t.co/t88apVoO,RT @barrabest: Times Square in #NYC has been abandoned because of hurricane #Sandy. The lights are still shining though. http://t.co/t88apVoO,Information Source,,,SydooEoo,
227174094,false,finalized,3,11/25/2012 07:13:17,Look at this web site/page,1.0,"http://t.co/aT1ptvFP
http://t.co/aT1ptvFP
http://t.co/aT1ptvFP","Awesome interactive #Sandy map from Google
interactive #Sandy map from Google pinpointing emergency shelter traffic conditions and more
Awesome interactive map from Google pinpointing emergency shelter traffic conditions and more",Informative (Indirect),Awesome interactive #Sandy map from Google pinpointing emergency shelter traffic conditions and more: http://t.co/aT1ptvFP,RT @Slate: Awesome interactive #Sandy map from Google pinpointing emergency shelter traffic conditions and more: http://t.co/aT1ptvFP,Information Source,,,thomaspower,
227174095,false,finalized,3,11/24/2012 22:38:25,Look at this photo or these photos,0.6203,"http://t.co/puT2dsID
http://t.co/hpANdaW2
http://t.co/puT2dsID","25 Incredible Pictures Of Hurricane Sandy's Destruction In New Jersey
God speed folks! #sandy
25 Incredible Pictures Of Hurricane Sandy's Destruction",Informative (Indirect),25 Incredible Pictures Of Hurricane Sandy's Destruction In New Jersey http://t.co/puT2dsID via @buzzfeed,RT @ESPN_Colin: 25 Incredible Pictures Of Hurricane Sandy's Destruction In New Jersey http://t.co/puT2dsID via @buzzfeed,Information Source,,,tim_schoenfeld,
227174096,false,finalized,3,11/24/2012 14:34:37,Look at this photo or these photos,1.0,"http://t.co/mxQmxT03
http://t.co/mxQmxT03
http://t.co/mxQmxT03","photos
storm photo
this one has been confirmed as authentic #Sandy",Informative (Indirect),Lots of fake storm photos are circulating online but this one has been confirmed as authentic #Sandy http://t.co/mxQmxT03,RT @AnonIRC: Lots of fake storm photos are circulating online but this one has been confirmed as authentic #Sandy http://t.co/mxQmxT03,Information Source,,,TolgaDemirSTHLM,
227174097,false,finalized,3,11/24/2012 22:30:05,Look at this web site/page,0.6857,"http://t.co/twOezsla
http://t.co/twOezsla
http://t.co/twOezsla","Hurricane Sandy and The Flood
Hurricane Sandy and The Flood of Social Media Misinformation: Sandy came and went in D.C. without le...
D.C.",Informative (Indirect),Hurricane Sandy and The Flood of Social Media Misinformation: Sandy came and went in D.C. without le... http://t.co/twOezsla #ForbesTech,Hurricane Sandy and The Flood of Social Media Misinformation: Sandy came and went in D.C. without le... http://t.co/twOezsla #ForbesTech,Information Source,,,TopGuyMag,
227174098,false,finalized,3,11/24/2012 22:38:25,Look at this photo or these photos,1.0,"http://t.co/Cv3xBGDV
http://t.co/Cv3xBGDV
http://t.co/Cv3xBGDV","'Hurricane Sandy' approaching east coast
Frightening new radar pic of 'Hurricane Sandy' approaching east coast
radar pic of 'Hurricane Sandy",Informative (Indirect),Frightening new radar pic of 'Hurricane Sandy' approaching east coast... http://t.co/Cv3xBGDV,RT @SirGuyGisbourne: Frightening new radar pic of 'Hurricane Sandy' approaching east coast... http://t.co/Cv3xBGDV,Information Source,,,trouttp,
227174099,false,finalized,3,11/24/2012 22:35:28,Look at this web site/page,0.3592,"http://t.co/1V8okhjd
http://t.co/1V8okhjd
http://t.co/1V8okhjd","the Statue of Liberty
Ominous storm clouds above the Statue of Liberty
storm clouds",Informative (Indirect),Ominous storm clouds above the Statue of Liberty during #Sandy #NYC | http://t.co/1V8okhjd via @TIME,Ominous storm clouds above the Statue of Liberty during #Sandy #NYC | http://t.co/1V8okhjd via @TIME,Information Source,,,USA_Movement,
227174100,false,finalized,3,11/24/2012 22:43:46,Look at this photo or these photos,1.0,"http://t.co/mXyrs9AM
http://t.co/mXyrs9AM
http://t.co/mXyrs9AM","The Hurricane Sandy Aftermath
The Hurricane Sandy Aftermath
Hurricane Sandy Aftermath",Informative (Indirect),Photos: The Hurricane Sandy Aftermath: She came she saw she destroyed. http://t.co/mXyrs9AM #Sandy #P2 #Weather,RT @FLH57: Photos: The Hurricane Sandy Aftermath: She came she saw she destroyed. http://t.co/mXyrs9AM #Sandy #P2 #Weather,Information Source,,,wilfredphua,
